state,rainfall_24h_mm,rain_3d_mm,rain_7d_mm,slope_deg,historical_incidents_90d,nearest_river,river_danger_level_m,river_danger_level_is_official,present_river_level_m,river_level_ratio,blocked,month
Arunachal Pradesh,31.28248,53.22683525,174.449789,18.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,108.03,1.022,1,10
Meghalaya,0,0,0,19.1,1,Barak,20.5,FALSE,8.16,0.398,0,11
Arunachal Pradesh,0,0,1.262058139,15.3,1,Dikrong,14,FALSE,5.49,0.392,0,10
Arunachal Pradesh,27.995564,50.14442885,106.1566478,21.4,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,55.18,0.522,1,4
Arunachal Pradesh,9.942936,28.16353273,138.4330792,20.7,2,Subansiri,42,FALSE,20.2,0.481,0,5
Mizoram,2.743656,35.36393714,66.11580539,25.4,3,Tlawng,9,FALSE,7.7,0.856,1,9
Assam,6.3530984,55.36951113,74.06532717,8.7,2,Manas,33,FALSE,13.17,0.399,0,4
Arunachal Pradesh,0,0,0.571377218,17.1,2,Brahmaputra (Tezpur gauge),65.23,TRUE,23.09,0.354,0,11
Sikkim,0.13059515,9.973761499,55.3182587,34.2,1,Teesta,15,FALSE,6.26,0.417,1,3
Meghalaya,7.879083,47.91445303,49.76629952,24.7,2,Brahmaputra (Goalpara gauge),36.27,TRUE,35.15,0.969,1,7
Meghalaya,0,0,11.63746643,21.3,1,Brahmaputra (Goalpara gauge),36.27,TRUE,12.77,0.352,0,11
Sikkim,14.157587,53.26953983,165.1750717,29.8,2,Teesta,15,FALSE,10.82,0.721,0,6
Sikkim,53.213417,101.9525616,304.8316405,25.5,2,Teesta,15,FALSE,14.46,0.964,1,6
Arunachal Pradesh,12.198324,32.4468832,65.04187679,25.4,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,84.77,0.802,0,6
Arunachal Pradesh,16.009384,52.80581671,166.6903229,21,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,88.05,0.833,1,4
Meghalaya,120.534134,182.6117239,985.5865469,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,57.23,1.152,1,7
Meghalaya,140.23682,215.2440538,261.2781911,24.2,0,Brahmaputra (Goalpara gauge),36.27,TRUE,31.01,0.855,1,6
Assam,91.54136,118.8352699,366.7932425,6.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,29.91,1.045,1,7
Mizoram,0,0,0,19.7,0,Barak,20.5,FALSE,10.58,0.516,0,12
Arunachal Pradesh,74.27872,167.7551956,288.8136139,23.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,101.15,0.957,1,6
Assam,0,0.082427603,24.36005675,5.8,1,Brahmaputra (Guwahati gauge),49.68,TRUE,30.85,0.621,0,9
Meghalaya,50.088768,63.30134261,84.87109405,22.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,16.43,0.574,0,10
Mizoram,7.2347836,35.19018412,37.99611926,22.9,1,Tlawng,9,FALSE,3.75,0.417,0,5
Arunachal Pradesh,0,8.346231461,16.39984131,17.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,38.79,0.367,0,4
Meghalaya,108.97108,175.9080162,207.981205,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,34.93,0.703,1,10
Assam,56.294952,72.18901896,137.0010412,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,21.67,0.757,0,9
Arunachal Pradesh,69.881516,129.3698978,230.6505721,23.1,1,Subansiri,42,FALSE,40.24,0.958,1,7
Arunachal Pradesh,0,0,111.1240215,18.4,2,Subansiri,42,FALSE,43.51,1.036,1,8
Meghalaya,147.68825,157.9416695,182.5415575,15.9,1,Brahmaputra (Dhubri gauge),28.62,TRUE,23.24,0.812,1,8
Nagaland,0,0,0,18,1,Dhansiri,40,FALSE,15.28,0.382,1,1
Nagaland,14.649936,16.80420309,51.95528883,21.7,0,Dhansiri,40,FALSE,44.2,1.105,1,9
Assam,163.22566,574.6987686,1006.472771,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,32.91,1.15,1,6
Meghalaya,74.934586,162.1173439,210.2985092,19.7,1,Brahmaputra (Goalpara gauge),36.27,TRUE,41.6,1.147,1,9
Arunachal Pradesh,59.49967,79.90898132,98.78697443,9.4,0,Dikrong,14,FALSE,5.15,0.368,0,10
Manipur,0,0,0,8.4,2,Imphal River,8,FALSE,3.19,0.399,1,12
Mizoram,0,0,0,21.6,1,Tlawng,9,FALSE,7.89,0.877,1,3
Sikkim,33.700024,34.33767617,54.5529508,31.5,1,Teesta,15,FALSE,6.66,0.444,0,3
Sikkim,0,0,0,29.8,2,Teesta,15,FALSE,5.73,0.382,1,11
Arunachal Pradesh,7.389459,7.389459133,7.389459133,20.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,91.54,0.866,1,6
Nagaland,0.021046162,18.72547945,34.53320035,20.5,0,Kopili,30,FALSE,13.32,0.444,0,10
Tripura,90.74396,167.1983376,169.7080404,13.5,0,Khowai,10,FALSE,7.75,0.775,1,9
Manipur,9.952957,51.78166962,81.31856465,9,0,Doyang,18,FALSE,11.38,0.632,0,6
Arunachal Pradesh,10.74284,33.45662117,33.45662117,23.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,98.41,0.931,0,4
Meghalaya,0,0,6.431977272,17.1,1,Manas,33,FALSE,28.05,0.85,0,10
Nagaland,10.863385,44.12095642,59.06442454,15.1,2,Brahmaputra (Neamatighat gauge),85.05,TRUE,42.61,0.501,1,3
Nagaland,16.992085,55.63970566,128.0676986,16.7,2,Brahmaputra (Tezpur gauge),65.23,TRUE,78.93,1.21,1,7
Tripura,74.574875,110.6111037,136.3278126,14.6,0,Gomti,12,FALSE,8.86,0.738,0,8
Tripura,0,0,0,12.8,1,Gomti,12,FALSE,10.21,0.851,1,12
Arunachal Pradesh,1.0646336,1.662463412,13.79328774,31.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,74.2,0.702,1,8
Nagaland,0,0,0,18,1,Brahmaputra (Tezpur gauge),65.23,TRUE,27.33,0.419,0,11
Meghalaya,13.8660965,61.26369858,421.0964303,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,47.44,0.955,0,7
Mizoram,1.2969975,13.37344122,92.28327084,23,0,Tlawng,9,FALSE,5.39,0.599,0,7
Assam,3.7894764,6.602237523,6.602237523,1.3,0,Brahmaputra (Tezpur gauge),65.23,TRUE,57.47,0.881,0,3
Mizoram,120.056305,191.7538633,202.1104236,23.4,0,Tlawng,9,FALSE,5.92,0.658,1,5
Mizoram,39.70203,39.70203018,43.98118782,25.9,0,Barak,20.5,FALSE,12.26,0.598,1,6
Tripura,0,9.147708893,12.88934292,20.2,1,Gomti,12,FALSE,4.36,0.363,0,5
Arunachal Pradesh,23.061005,23.39905497,23.57482149,9.4,0,Dikrong,14,FALSE,3.68,0.263,0,4
Assam,0,0,0,6.7,0,Brahmaputra (Dhubri gauge),28.62,TRUE,11.08,0.387,0,1
Mizoram,0,0,0,21.4,0,Tlawng,9,FALSE,7.66,0.851,0,3
Assam,7.1503706,57.07094288,125.5808024,9.1,1,Khowai,10,FALSE,9.16,0.916,1,7
Meghalaya,62.78668,200.470787,346.739748,22.7,1,Barak,20.5,FALSE,18.82,0.918,1,6
Manipur,0,0.085427023,0.199329711,14.6,2,Imphal River,8,FALSE,4.98,0.623,0,6
Meghalaya,62.43514,194.5301476,224.3373764,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,26.42,0.923,1,6
Sikkim,1.3486197,38.4201262,51.85593382,24.1,0,Teesta,15,FALSE,8.24,0.549,1,9
Nagaland,39.709873,40.82158071,59.80113822,20.1,1,Dhansiri,40,FALSE,42.48,1.062,1,9
Tripura,0.81696635,81.08458644,313.3213037,13.3,2,Khowai,10,FALSE,8.8,0.88,0,6
Arunachal Pradesh,0.51963043,1.563540697,23.06488159,22.5,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,65.75,0.622,1,7
Nagaland,94.4602,244.7610512,268.9353255,17.8,0,Subansiri,42,FALSE,32.76,0.78,0,5
Tripura,104.46909,135.5402021,259.4526006,18,1,Gomti,12,FALSE,10.57,0.881,1,8
Meghalaya,58.865005,74.89477825,85.63678861,23.5,1,Barak,20.5,FALSE,10.21,0.498,0,6
Assam,0,0,9.149129391,3.9,1,Subansiri,42,FALSE,14.2,0.338,1,3
Tripura,47.625355,210.4844627,293.3692808,13.3,2,Khowai,10,FALSE,8.15,0.815,0,6
Sikkim,0,0,0,24.1,0,Teesta,15,FALSE,4.24,0.283,1,12
Meghalaya,180.93007,354.3564301,392.4096336,17.7,1,Brahmaputra (Goalpara gauge),36.27,TRUE,47.15,1.3,1,8
Sikkim,0,27.49637032,243.5377364,25.7,0,Teesta,15,FALSE,13.64,0.909,1,9
Arunachal Pradesh,33.28769,48.23206687,102.667877,31.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,77.06,0.729,0,6
Meghalaya,62.431007,84.03535461,109.0977625,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,23.07,0.806,1,8
Mizoram,7.9108896,15.98901498,22.26202025,24.7,1,Tlawng,9,FALSE,4.61,0.512,1,3
Tripura,5.200381,19.29643345,35.09060383,20.2,1,Gomti,12,FALSE,8.46,0.705,0,8
Nagaland,0,2.541900814,9.806832016,11.2,0,Doyang,18,FALSE,6.39,0.355,1,3
Nagaland,0,0,0.549778581,13,1,Doyang,18,FALSE,15.71,0.873,1,11
Tripura,0,0,0,13.7,0,Gomti,12,FALSE,3.8,0.317,1,5
Manipur,55.35907,102.8596592,126.8636501,13.1,1,Imphal River,8,FALSE,4.23,0.529,1,5
Sikkim,162.51717,207.5978403,285.0669761,29.7,3,Teesta,15,FALSE,16.29,1.086,1,6
Manipur,0,0,3.861927509,8.4,2,Imphal River,8,FALSE,6.75,0.844,0,3
Sikkim,77.808685,162.8643265,338.3889561,25.7,0,Teesta,15,FALSE,15.88,1.059,1,7
Tripura,0,0,0,20.2,1,Gomti,12,FALSE,5.36,0.447,0,12
Manipur,0,14.80743867,58.15246144,14.6,2,Imphal River,8,FALSE,5.77,0.721,1,5
Mizoram,0,0,0,19.7,0,Barak,20.5,FALSE,7.91,0.386,1,1
Sikkim,61.608196,69.58228135,416.6816218,33.6,1,Teesta,15,FALSE,15.09,1.006,1,10
Meghalaya,53.05144,86.85984802,119.3452096,20.7,1,Barak,20.5,FALSE,14.53,0.709,1,6
Tripura,6.0304427,44.79719496,69.42321897,17.2,1,Khowai,10,FALSE,10.09,1.009,1,6
Arunachal Pradesh,0,0,0,35.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,33.82,0.32,0,3
Nagaland,53.19225,86.27046585,284.4509125,16.8,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,105.91,1.002,1,7
Mizoram,0,0,0,19.4,0,Tlawng,9,FALSE,4.23,0.47,0,4
Meghalaya,126.28472,140.3804808,207.609322,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,19.83,0.693,1,10
Arunachal Pradesh,7.021733,19.21352172,33.96422362,24.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,100.94,0.955,1,8
Meghalaya,3.9084105,46.85773134,154.2352722,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,24.41,0.853,1,7
Sikkim,9.745975,19.11013603,87.37671447,29.8,2,Teesta,15,FALSE,14.97,0.998,1,8
Arunachal Pradesh,6.7856283,8.680160284,12.93000567,16.5,1,Dikrong,14,FALSE,14.24,1.017,1,6
Manipur,8.303699,97.27842617,104.2173486,20.7,2,Barak,20.5,FALSE,11.87,0.579,1,8
Meghalaya,65.33201,73.91353035,139.2139822,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,32.5,0.896,1,4
Arunachal Pradesh,107.64017,252.5037994,402.7518425,27.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,107.39,1.016,1,6
Manipur,52.497574,83.59041643,157.4644482,10.7,0,Imphal River,8,FALSE,4.82,0.602,1,7
Sikkim,3.7466784,38.62693644,92.38536298,31.9,1,Teesta,15,FALSE,9.9,0.66,0,7
Manipur,0,0,0,17.5,1,Imphal River,8,FALSE,2.97,0.371,1,12
Tripura,7.836933,57.8419627,75.54819867,13.5,0,Khowai,10,FALSE,2.91,0.291,1,5
Assam,0,0,0,10.2,0,Manas,33,FALSE,11.42,0.346,0,11
Tripura,0,0,0,14.4,2,Gomti,12,FALSE,9.73,0.811,1,2
Arunachal Pradesh,1.0586684,4.767545193,174.0210852,29.4,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,123.03,1.164,1,9
Assam,2.8794725,3.599340618,7.789363682,3.3,0,Brahmaputra (Tezpur gauge),65.23,TRUE,34.44,0.528,0,9
Mizoram,15.698577,84.37651539,207.6864703,24.8,0,Tlawng,9,FALSE,8.5,0.945,1,7
Meghalaya,73.81737,183.583046,401.0659399,27.5,3,Brahmaputra (Guwahati gauge),49.68,TRUE,51.52,1.037,1,7
Mizoram,5.7548466,30.39717984,73.40277839,20.3,0,Tlawng,9,FALSE,8.07,0.897,0,6
Meghalaya,0.25085163,128.2049723,302.6218367,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,32.34,1.13,1,8
Arunachal Pradesh,0,0.119288325,115.4415883,28.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,49.78,0.471,1,11
Manipur,10.820919,36.38730812,48.88461649,9.1,1,Doyang,18,FALSE,10.1,0.561,0,7
Mizoram,2.2811966,22.58991241,99.24025345,17.7,1,Tlawng,9,FALSE,9.01,1.001,0,8
Nagaland,0,0,0.183465406,13.7,0,Dhansiri,40,FALSE,21,0.525,1,10
Assam,0,0.497619197,14.5230947,4.8,0,Brahmaputra (Tezpur gauge),65.23,TRUE,20.03,0.307,0,4
Manipur,0,0,0,20.7,2,Barak,20.5,FALSE,11.91,0.581,1,3
Meghalaya,54.325466,54.44069029,63.89681987,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,10.3,0.36,1,5
Manipur,0,0,0,9,0,Doyang,18,FALSE,6.32,0.351,1,11
Arunachal Pradesh,3.279869,42.78483105,54.23114491,9.4,0,Dikrong,14,FALSE,7.21,0.515,0,7
Arunachal Pradesh,30.993723,37.44007969,37.44007969,28.8,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,46.83,0.443,1,2
Mizoram,8.080856,20.51607466,57.73881054,23,2,Khowai,10,FALSE,9.77,0.977,0,7
Mizoram,53.93557,91.12442112,194.1231896,22.2,1,Tlawng,9,FALSE,5.7,0.633,0,5
Arunachal Pradesh,4.166596,4.166595936,41.75705129,29.1,4,Brahmaputra (Dibrugarh gauge),105.7,TRUE,63.84,0.604,1,7
Meghalaya,63.458374,123.0895019,170.2356618,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,40.59,0.817,1,6
Arunachal Pradesh,77.35403,129.8074942,156.5594121,25.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,114.26,1.081,1,4
Nagaland,6.022541,29.85922158,29.85922158,18,1,Brahmaputra (Tezpur gauge),65.23,TRUE,27.4,0.42,0,10
Mizoram,66.63498,80.65358162,80.65358162,23.6,0,Tlawng,9,FALSE,4.26,0.473,1,11
Meghalaya,109.494644,126.4321055,329.0561748,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,56.24,1.132,0,7
Nagaland,0.34920153,15.13655934,15.66632167,17.9,0,Dhansiri,40,FALSE,14.88,0.372,0,10
Arunachal Pradesh,38.47261,56.05447054,74.63846815,20.2,0,Brahmaputra (Tezpur gauge),65.23,TRUE,26.55,0.407,1,5
Manipur,18.671663,18.85983334,21.68071921,14.2,0,Imphal River,8,FALSE,4.37,0.546,0,9
Arunachal Pradesh,2.6,4.638342261,25.6864028,26.4,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,98.62,0.933,1,8
Sikkim,6.9766545,37.27992964,195.7295394,31.9,1,Teesta,15,FALSE,13.5,0.9,1,5
Nagaland,0,11.460042,12.0708015,14.6,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,44.23,0.52,0,6
Manipur,77.45149,79.63936913,110.9442879,19.6,0,Imphal River,8,FALSE,4.54,0.567,0,6
Arunachal Pradesh,81.71248,136.3538274,142.7344028,23.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,55.18,0.522,0,4
Tripura,94.49166,122.3878574,206.2787752,18,1,Gomti,12,FALSE,8.81,0.734,1,7
Meghalaya,87.90496,171.9362183,311.1331854,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,57.83,1.164,1,7
Tripura,5.6852016,24.52881312,81.66052222,13.3,2,Khowai,10,FALSE,10.95,1.095,1,8
Mizoram,0,0,0,22.9,0,Barak,20.5,FALSE,9.78,0.477,0,1
Mizoram,11.904999,69.17236328,189.1799135,27,2,Tlawng,9,FALSE,7.56,0.84,1,6
Manipur,62.25123,101.1980677,125.5777407,23.5,0,Barak,20.5,FALSE,9.47,0.462,1,5
Manipur,8.258584,41.0956955,164.3527269,13.5,0,Doyang,18,FALSE,11.9,0.661,1,9
Meghalaya,50.065838,258.2327881,421.2410953,19.6,1,Brahmaputra (Goalpara gauge),36.27,TRUE,36.02,0.993,1,6
Arunachal Pradesh,25.94519,39.02587652,98.23657656,20.4,0,Brahmaputra (Tezpur gauge),65.23,TRUE,45.14,0.692,1,8
Arunachal Pradesh,0.003839034,0.031477091,43.61289322,25.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,85.72,0.811,1,3
Tripura,0.41216075,15.87667537,164.4350336,20.2,1,Gomti,12,FALSE,9.42,0.785,1,6
Sikkim,12.169193,41.08257866,80.04569691,32.4,0,Teesta,15,FALSE,12.26,0.817,1,4
Meghalaya,217.60692,358.8147659,620.7843647,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,62.55,1.259,1,8
Meghalaya,4.9105954,6.601821959,25.61222371,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,47.69,0.96,0,9
Assam,3.3083367,47.46527719,101.269665,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,20.78,0.726,0,7
Arunachal Pradesh,0.003410712,0.006821425,2.672914476,9.4,0,Dikrong,14,FALSE,6.78,0.484,0,6
Meghalaya,0,0,0,20.7,1,Barak,20.5,FALSE,7.36,0.359,1,11
Manipur,12.277239,17.48910034,20.23863268,15.3,0,Imphal River,8,FALSE,2.94,0.368,1,5
Assam,11.943239,43.75082791,43.75082791,8.5,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,115.11,1.089,0,9
Tripura,0,6.035722733,37.87054682,17.3,0,Khowai,10,FALSE,5.82,0.582,0,8
Sikkim,95.61093,188.4925289,363.1658611,33.6,1,Teesta,15,FALSE,16.36,1.091,1,6
Sikkim,95.625374,226.5270805,264.8733646,28.8,0,Teesta,15,FALSE,16.32,1.088,1,9
Manipur,9.907779,57.07529163,155.3825769,19.6,1,Barak,20.5,FALSE,19.7,0.961,0,7
Tripura,141.83128,190.0726032,198.6870537,13.7,0,Gomti,12,FALSE,8.56,0.713,0,5
Assam,80.5648,114.4303398,122.094915,2.2,0,Subansiri,42,FALSE,28.22,0.672,0,6
Meghalaya,37.522045,178.0056801,255.5574646,19.6,1,Brahmaputra (Goalpara gauge),36.27,TRUE,32.79,0.904,0,6
Arunachal Pradesh,0,0.901493609,13.17907768,22.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,43.23,0.409,1,5
Arunachal Pradesh,14.8656,27.14401722,29.99435234,18.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,75.26,0.712,0,5
Meghalaya,0,0,0,23.4,0,Barak,20.5,FALSE,9.22,0.45,0,11
Assam,1.1769336,26.03865421,292.3837699,5.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,102.63,0.971,1,6
Arunachal Pradesh,13.525622,19.99311793,70.17381012,23.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,43.87,0.415,0,4
Assam,0,0,0.834180765,2.1,0,Brahmaputra (Tezpur gauge),65.23,TRUE,39.14,0.6,1,9
Arunachal Pradesh,63.64864,68.65241933,83.43280268,24.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,102,0.965,1,5
Assam,50.10981,85.8177166,138.846982,9.1,1,Khowai,10,FALSE,5.08,0.508,0,8
Assam,0,2.179895639,2.179895639,10.2,0,Manas,33,FALSE,22.94,0.695,1,2
Mizoram,179.04799,263.1861267,375.2074604,25.8,0,Tlawng,9,FALSE,8.33,0.925,1,5
Manipur,0,1.605995521,29.52757989,15.8,1,Doyang,18,FALSE,17.33,0.963,1,6
Sikkim,14.710302,43.30718851,118.1937599,31.9,1,Teesta,15,FALSE,16.62,1.108,1,6
Manipur,28.76121,53.10322571,63.31974524,13.5,0,Doyang,18,FALSE,18.76,1.042,1,6
Tripura,69.28241,106.2048025,166.117336,14.8,2,Khowai,10,FALSE,7.06,0.706,0,7
Arunachal Pradesh,0.79813796,20.38151199,23.62348139,25.8,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,40.91,0.387,0,5
Mizoram,0,0,0,25,1,Tlawng,9,FALSE,3.36,0.373,1,1
Meghalaya,46.998913,91.22975159,96.48851386,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,47.74,0.961,1,9
Meghalaya,0,0,0,19.6,0,Kopili,30,FALSE,14.67,0.489,0,4
Meghalaya,50.912243,169.3614731,244.4837517,24.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,48.19,0.97,1,7
Meghalaya,53.145256,126.7564354,375.660573,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,53.7,1.081,1,7
Tripura,0,0,8.122001886,17.3,0,Gomti,12,FALSE,8.52,0.71,0,5
Tripura,53.366524,57.30627012,78.18538761,14.2,0,Khowai,10,FALSE,4.75,0.475,0,9
Arunachal Pradesh,3.3787074,31.97471094,36.88420205,9.4,0,Dikrong,14,FALSE,12.61,0.901,0,9
Assam,3.045955,5.53260684,7.199178115,5.8,1,Brahmaputra (Guwahati gauge),49.68,TRUE,43.97,0.885,1,7
Arunachal Pradesh,60.81386,81.58813556,135.0225942,34,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,64.37,0.609,1,3
Tripura,68.45118,140.0087719,195.6415997,15.2,0,Tlawng,9,FALSE,6.16,0.684,1,5
Meghalaya,317.42123,565.4982185,665.0202348,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,47,0.946,1,5
Mizoram,2.236284,14.27215242,42.08001995,17.7,1,Tlawng,9,FALSE,4.68,0.52,1,8
Meghalaya,27.103945,147.2811985,594.930872,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,38.99,1.075,0,8
Meghalaya,82.941246,82.94124603,443.4516163,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,55.05,1.108,1,7
Assam,9.385904,14.77670991,16.32608765,6.3,0,Brahmaputra (Tezpur gauge),65.23,TRUE,29.74,0.456,1,4
Assam,0,0,0,5.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,21.51,0.433,0,12
Mizoram,11.843812,50.70654202,103.4436526,20.7,0,Tlawng,9,FALSE,7.29,0.81,1,8
Mizoram,100.78579,146.4766369,244.8137035,25.8,0,Tlawng,9,FALSE,7.68,0.853,1,7
Sikkim,2.9263074,7.602663755,7.602663755,28,1,Teesta,15,FALSE,5.86,0.391,1,2
Meghalaya,0,0,0,19.2,1,Kopili,30,FALSE,14.79,0.493,1,12
Meghalaya,102.28719,759.0338058,870.6773529,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,50.92,1.025,1,6
Arunachal Pradesh,0,0,0,25.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,46.09,0.436,1,10
Arunachal Pradesh,17.442043,26.72898006,39.86884832,29.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,48.52,0.459,0,5
Mizoram,72.63567,273.1280136,403.9991646,20.4,0,Tlawng,9,FALSE,9.21,1.023,1,6
Nagaland,48.389275,92.48907638,94.12176016,13.2,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,92.28,1.085,1,6
Sikkim,94.346695,259.3183441,321.8318453,25.7,0,Teesta,15,FALSE,15.03,1.002,1,6
Manipur,0,0,0,9.7,0,Doyang,18,FALSE,9,0.5,1,1
Arunachal Pradesh,0,0,6.388086796,28.1,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,46.93,0.444,0,1
Meghalaya,64.50602,115.3026609,185.4705081,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,27.19,0.95,1,8
Mizoram,0,0,0,27,2,Tlawng,9,FALSE,3.91,0.434,0,4
Tripura,0,0,0,17.2,0,Gomti,12,FALSE,5.2,0.433,0,2
Nagaland,0,15.7015934,96.27431512,16.9,0,Dikrong,14,FALSE,7.24,0.517,1,3
Assam,127.1073,149.6026497,189.164408,4.4,1,Brahmaputra (Tezpur gauge),65.23,TRUE,50.81,0.779,1,6
Mizoram,6.116935,29.70272732,33.42235231,20.2,0,Tlawng,9,FALSE,2.77,0.308,0,5
Manipur,16.876629,19.24390405,21.90715736,20.7,2,Barak,20.5,FALSE,7.61,0.371,1,11
Nagaland,102.91887,129.8757076,129.8757076,17.8,0,Subansiri,42,FALSE,34.44,0.82,1,9
Mizoram,1.1907924,17.41192758,26.79047889,23.3,0,Tlawng,9,FALSE,3.38,0.375,1,5
Mizoram,2.467401,61.67249441,108.8724327,24.2,1,Tlawng,9,FALSE,3.59,0.399,0,5
Meghalaya,19.41302,62.00085449,352.8712254,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,27.62,0.965,1,7
Meghalaya,117.27487,177.1719246,193.137223,18.2,1,Manas,33,FALSE,23.92,0.725,1,5
Nagaland,87.971954,94.98885787,125.7768642,15.4,0,Dikrong,14,FALSE,9.7,0.693,1,5
Manipur,0,0,0,23.5,0,Barak,20.5,FALSE,9,0.439,1,11
Mizoram,58.411037,96.57204866,129.1620574,19.4,0,Tlawng,9,FALSE,6.62,0.736,1,7
Arunachal Pradesh,114.04803,155.645187,201.8620878,25.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,88.05,0.833,1,6
Assam,81.203285,87.08195001,123.4822141,7.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,40.54,0.816,1,8
Arunachal Pradesh,29.419647,43.94387686,449.1215769,33.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,111.51,1.055,1,7
Mizoram,4.2435255,11.20302874,20.5345093,23.3,0,Tlawng,9,FALSE,4.89,0.543,0,7
Sikkim,48.172005,117.2846613,397.2696257,29.2,0,Teesta,15,FALSE,16.02,1.068,1,6
Assam,50.29428,72.59073603,156.3432225,5,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,104.85,0.992,1,7
Assam,64.96957,135.6139793,249.2237196,2.8,0,Brahmaputra (Tezpur gauge),65.23,TRUE,53.81,0.825,1,7
Mizoram,23.103767,46.05111885,93.5502224,19.4,0,Tlawng,9,FALSE,8.06,0.896,1,9
Arunachal Pradesh,30.853388,60.86370659,148.0609093,17.4,0,Manas,33,FALSE,34.65,1.05,1,7
Tripura,0,0,0,20.2,1,Gomti,12,FALSE,5.34,0.445,1,1
Meghalaya,1.4835612,8.154433846,31.50132287,22.1,0,Brahmaputra (Guwahati gauge),49.68,TRUE,42.92,0.864,0,9
Arunachal Pradesh,0,0,0,16.8,0,Dikrong,14,FALSE,6.99,0.499,0,1
Mizoram,174.83952,259.9910374,372.0213239,21.4,0,Tlawng,9,FALSE,9.27,1.03,1,5
Arunachal Pradesh,0,0,0,15.3,1,Dikrong,14,FALSE,6.01,0.429,1,12
